level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	11	1	1	1	528	203	80	14	74.566566	Frangipane;
2	1	12	0	0	0	83	177	48	58	-1	
3	1	12	1	0	0	83	177	48	58	-1	
4	1	12	1	1	0	83	177	48	58	-1	
5	1	12	1	1	1	83	177	48	58	15.322227	a
2	1	13	0	0	0	93	212	128	20	-1	
3	1	13	1	0	0	93	212	128	20	-1	
4	1	13	1	1	0	93	212	128	20	-1	
5	1	13	1	1	1	93	218	8	14	65.646584	4
5	1	13	1	1	2	109	216	39	16	45.062851	plakje
5	1	13	1	1	3	153	212	68	15	78.017929	korstdeeg
2	1	14	0	0	0	528	219	83	16	-1	
3	1	14	1	0	0	528	219	83	16	-1	
4	1	14	1	1	0	528	219	83	16	-1	
5	1	14	1	1	1	528	221	24	12	96.471230	100
5	1	14	1	1	2	557	223	14	12	93.298874	gr
5	1	14	1	1	3	576	219	35	12	92.460953	boter
2	1	15	0	0	0	83	235	81	13	-1	
3	1	15	1	0	0	83	235	81	13	-1	
4	1	15	1	1	0	83	235	81	13	-1	
5	1	15	1	1	1	83	239	2	9	94.607018	|
5	1	15	1	1	2	92	236	7	12	78.589401	5
5	1	15	1	1	3	105	235	59	12	78.589401	bananen
2	1	16	0	0	0	322	225	80	17	-1	
3	1	16	1	0	0	322	225	80	17	-1	
4	1	16	1	1	0	322	225	80	17	-1	
5	1	16	1	1	1	322	227	25	12	96.700623	300
5	1	16	1	1	2	352	229	14	13	93.279205	gr
5	1	16	1	1	3	371	225	31	13	89.638351	melk
2	1	17	0	0	0	92	250	119	16	-1	
3	1	17	1	0	0	92	250	119	16	-1	
4	1	17	1	1	0	92	250	119	16	-1	
5	1	17	1	1	1	92	253	61	13	79.430817	‘Ameretie
5	1	17	1	1	2	158	250	53	15	89.265442	koekjes
2	1	18	0	0	0	322	242	173	16	-1	
3	1	18	1	0	0	322	242	173	16	-1	
4	1	18	1	1	0	322	242	173	16	-1	
5	1	18	1	1	1	322	246	8	12	83.225929	8
5	1	18	1	1	2	335	245	62	13	63.636658	eidooiers
5	1	18	1	1	3	403	243	29	15	80.165970	,200
5	1	18	1	1	4	437	246	13	12	93.305717	gr
5	1	18	1	1	5	455	242	40	12	92.110298	suiker
2	1	19	0	0	0	519	239	87	21	-1	
3	1	19	1	0	0	519	239	87	21	-1	
4	1	19	1	1	0	519	239	87	21	-1	
5	1	19	1	1	1	519	249	1	11	94.615448	|
5	1	19	1	1	2	528	239	24	13	94.615448	200
5	1	19	1	1	3	557	241	14	13	75.269295	gr
5	1	19	1	1	4	576	240	30	12	65.339806	spiis
2	1	20	0	0	0	549	261	2	8	-1	
3	1	20	1	0	0	549	261	2	8	-1	
4	1	20	1	1	0	549	261	2	8	-1	
5	1	20	1	1	1	549	261	2	8	48.856674	i
2	1	21	0	0	0	83	249	2	36	-1	
3	1	21	1	0	0	83	249	2	36	-1	
4	1	21	1	1	0	83	249	2	36	-1	
5	1	21	1	1	1	83	249	2	36	82.991882	|
2	1	22	0	0	0	94	273	22	12	-1	
3	1	22	1	0	0	94	273	22	12	-1	
4	1	22	1	1	0	94	273	22	12	-1	
5	1	22	1	1	1	94	273	22	12	45.884018	tei
2	1	23	0	0	0	324	263	107	15	-1	
3	1	23	1	0	0	324	263	107	15	-1	
4	1	23	1	1	0	324	263	107	15	-1	
5	1	23	1	1	1	324	265	4	12	89.994949	1
5	1	23	1	1	2	335	264	44	12	86.423134	vanille
5	1	23	1	1	3	384	263	47	15	84.950027	stokjes
2	1	24	0	0	0	323	281	113	16	-1	
3	1	24	1	0	0	323	281	113	16	-1	
4	1	24	1	1	0	323	281	113	16	-1	
5	1	24	1	1	1	323	282	93	15	78.626297	kaneelstokjes
5	1	24	1	1	2	421	281	15	12	96.999123	5x
2	1	25	0	0	0	519	265	89	28	-1	
3	1	25	1	0	0	519	265	89	28	-1	
4	1	25	1	1	0	519	265	89	28	-1	
5	1	25	1	1	1	519	265	1	28	95.044571	|
5	1	25	1	1	2	528	277	16	12	92.437378	30
5	1	25	1	1	3	549	278	14	13	92.437378	gr
5	1	25	1	1	4	568	275	40	12	91.390671	bloem
2	1	26	0	0	0	519	294	1	19	-1	
3	1	26	1	0	0	519	294	1	19	-1	
4	1	26	1	1	0	519	294	1	19	-1	
5	1	26	1	1	1	519	294	1	19	89.290840	|
2	1	27	0	0	0	315	287	1	30	-1	
3	1	27	1	0	0	315	287	1	30	-1	
4	1	27	1	1	0	315	287	1	30	-1	
5	1	27	1	1	1	315	287	1	30	68.909882	|
2	1	28	0	0	0	95	325	85	14	-1	
3	1	28	1	0	0	95	325	85	14	-1	
4	1	28	1	1	0	95	325	85	14	-1	
5	1	28	1	1	1	95	328	43	11	95.613487	Panna
5	1	28	1	1	2	144	325	36	13	92.345444	cotta;
2	1	29	0	0	0	95	340	212	20	-1	
3	1	29	1	0	0	95	340	212	20	-1	
4	1	29	1	1	0	95	340	212	20	-1	
5	1	29	1	1	1	95	345	25	13	92.686127	750
5	1	29	1	1	2	125	347	13	13	92.686127	gr
5	1	29	1	1	3	144	346	38	11	93.320244	room,
5	1	29	1	1	4	189	342	24	12	96.621796	150
5	1	29	1	1	5	219	344	13	13	93.148819	gr
5	1	29	1	1	6	237	340	70	13	92.940956	chocolade
2	1	30	0	0	0	316	328	1	26	-1	
3	1	30	1	0	0	316	328	1	26	-1	
4	1	30	1	1	0	316	328	1	26	-1	
5	1	30	1	1	1	316	328	1	26	76.035614	|
2	1	31	0	0	0	109	360	138	18	-1	
3	1	31	1	0	0	109	360	138	18	-1	
4	1	31	1	1	0	109	360	138	18	-1	
5	1	31	1	1	1	109	363	39	15	60.736542	lepels
5	1	31	1	1	2	153	361	44	13	90.781860	vanille
5	1	31	1	1	3	203	360	44	14	92.748543	suiker,
2	1	32	0	0	0	96	378	198	19	-1	
3	1	32	1	0	0	96	378	198	19	-1	
4	1	32	1	1	0	96	378	198	19	-1	
5	1	32	1	1	1	96	382	24	13	51.184959	3bl
5	1	32	1	1	2	126	381	57	16	95.906387	gelatine,
5	1	32	1	1	3	199	380	5	11	79.417145	1
5	1	32	1	1	4	211	379	11	12	57.620926	dl
5	1	32	1	1	5	228	378	66	12	93.668106	Cointreau
2	1	33	0	0	0	318	397	1	12	-1	
3	1	33	1	0	0	318	397	1	12	-1	
4	1	33	1	1	0	318	397	1	12	-1	
5	1	33	1	1	1	318	397	1	12	56.153778	1
2	1	34	0	0	0	348	408	7	1	-1	
3	1	34	1	0	0	348	408	7	1	-1	
4	1	34	1	1	0	348	408	7	1	-1	
5	1	34	1	1	1	348	408	7	1	0.000000	s
2	1	35	0	0	0	90	442	80	15	-1	
3	1	35	1	0	0	90	442	80	15	-1	
4	1	35	1	1	0	90	442	80	15	-1	
5	1	35	1	1	1	90	442	80	15	91.362602	Werkwijze:
2	1	36	0	0	0	93	476	142	16	-1	
3	1	36	1	0	0	93	476	142	16	-1	
4	1	36	1	1	0	93	476	142	16	-1	
5	1	36	1	1	1	93	481	64	11	92.819824	Bananen
5	1	36	1	1	2	163	478	18	12	93.260826	rol
5	1	36	1	1	3	187	476	48	16	92.515015	gebak:
2	1	37	0	0	0	568	477	114	16	-1	
3	1	37	1	0	0	568	477	114	16	-1	
4	1	37	1	1	0	568	477	114	16	-1	
5	1	37	1	1	1	568	483	7	9	93.081139	in
5	1	37	1	1	2	581	480	50	13	92.218918	reepjes
5	1	37	1	1	3	636	477	46	14	56.790955	legen.
2	1	38	0	0	0	313	488	144	17	-1	
3	1	38	1	0	0	313	488	144	17	-1	
4	1	38	1	1	0	313	488	144	17	-1	
5	1	38	1	1	1	313	492	10	12	44.347084	id
5	1	38	1	1	2	329	492	41	13	77.597771	hierop
5	1	38	1	1	3	376	491	29	13	68.670929	spijs
5	1	38	1	1	4	410	488	47	15	63.638676	spulten
2	1	39	0	0	0	463	484	104	15	-1	
3	1	39	1	0	0	463	484	104	15	-1	
4	1	39	1	1	0	463	484	104	15	-1	
5	1	39	1	1	1	463	486	41	13	89.885880	hierop
5	1	39	1	1	2	509	484	50	11	90.301933	banaan
5	1	39	1	1	3	565	484	2	8	94.415131	it
2	1	40	0	0	0	144	493	168	18	-1	
3	1	40	1	0	0	144	493	168	18	-1	
4	1	40	1	1	0	144	493	168	18	-1	
5	1	40	1	1	1	144	497	70	14	65.833130	Korstdeeg
5	1	40	1	1	2	224	494	41	15	86.986237	beetje
5	1	40	1	1	3	271	493	41	12	14.610168	ondoo!
2	1	41	0	0	0	319	505	149	20	-1	
3	1	41	1	0	0	319	505	149	20	-1	
4	1	41	1	1	0	319	505	149	20	-1	
5	1	41	1	1	1	319	511	26	14	74.257706	kjes
5	1	41	1	1	2	350	508	64	13	81.374771	kruimelen.
5	1	41	1	1	3	424	507	3	13	70.519203	(
5	1	41	1	1	4	433	505	35	12	61.167759	laatst
2	1	42	0	0	0	469	499	104	18	-1	
3	1	42	1	0	0	469	499	104	18	-1	
4	1	42	1	1	0	469	499	104	18	-1	
5	1	42	1	1	1	469	507	7	9	43.902111	fe
5	1	42	1	1	2	482	506	29	11	89.065933	reep
5	1	42	1	1	3	516	504	18	12	44.983353	vj
5	1	42	1	1	4	540	499	33	13	89.094254	houd
2	1	43	0	0	0	574	493	114	18	-1	
3	1	43	1	0	0	574	493	114	18	-1	
4	1	43	1	1	0	574	493	114	18	-1	
5	1	43	1	1	1	574	502	16	9	57.339432	fen
5	1	43	1	1	2	596	498	18	12	79.646576	als
5	1	43	1	1	3	620	496	27	15	79.646576	plak
5	1	43	1	1	4	653	493	35	14	96.824692	rand)
2	1	44	0	0	0	145	512	172	17	-1	
3	1	44	1	0	0	145	512	172	17	-1	
4	1	44	1	1	0	145	512	172	17	-1	
5	1	44	1	1	1	145	517	58	12	90.828239	Hierover
5	1	44	1	1	2	208	515	17	12	93.305099	de
5	1	44	1	1	3	230	513	59	13	92.942390	amaretie
5	1	44	1	1	4	294	512	23	11	49.514309	koel
2	1	45	0	0	0	482	517	146	20	-1	
3	1	45	1	0	0	482	517	146	20	-1	
4	1	45	1	1	0	482	517	146	20	-1	
5	1	45	1	1	1	482	525	7	12	73.515579	p
5	1	45	1	1	2	494	524	25	9	93.261803	een
5	1	45	1	1	3	524	519	57	15	92.567207	bakplaat
5	1	45	1	1	4	586	517	42	12	34.611633	zetten
2	1	46	0	0	0	146	531	185	19	-1	
3	1	46	1	0	0	146	531	185	19	-1	
4	1	46	1	1	0	146	531	185	19	-1	
5	1	46	1	1	1	146	536	18	12	93.278946	Nu
5	1	46	1	1	2	170	534	54	16	65.350273	oprolien
5	1	46	1	1	3	229	533	50	12	90.982590	hiervan
5	1	46	1	1	4	284	532	8	10	89.888824	4
5	1	46	1	1	5	302	531	29	11	89.888824	klein
2	1	47	0	0	0	332	525	149	17	-1	
3	1	47	1	0	0	332	525	149	17	-1	
4	1	47	1	1	0	332	525	149	17	-1	
5	1	47	1	1	1	332	532	8	9	85.748108	e
5	1	47	1	1	2	345	528	51	14	91.481964	koekjes
5	1	47	1	1	3	401	525	46	15	89.771347	snijden
5	1	47	1	1	4	452	526	16	10	96.076096	en
5	1	47	1	1	5	473	526	8	8	67.334389	oF
2	1	48	0	0	0	146	546	263	21	-1	
3	1	48	1	0	0	146	546	263	21	-1	
4	1	48	1	1	0	146	546	263	21	-1	
5	1	48	1	1	1	146	555	35	12	96.212914	Deze
5	1	48	1	1	2	187	554	25	11	96.063972	met
5	1	48	1	1	3	217	555	11	9	92.670860	ei
5	1	48	1	1	4	234	550	67	15	83.567612	bestrijken,
5	1	48	1	1	5	308	547	60	13	83.150543	afbakken
5	1	48	1	1	6	373	546	16	12	79.871269	20
5	1	48	1	1	7	394	548	15	9	87.605286	mit
2	1	49	0	0	0	410	541	109	17	-1	
3	1	49	1	0	0	410	541	109	17	-1	
4	1	49	1	1	0	410	541	109	17	-1	
5	1	49	1	1	1	410	547	7	9	95.430717	in
5	1	49	1	1	2	423	546	15	12	95.430717	op
5	1	49	1	1	3	445	542	23	12	81.854713	180
5	1	49	1	1	4	473	541	46	15	81.854713	graden
2	1	50	0	0	0	96	592	39	12	-1	
3	1	50	1	0	0	96	592	39	12	-1	
4	1	50	1	1	0	96	592	39	12	-1	
5	1	50	1	1	1	96	592	39	12	68.262558	vanill
2	1	51	0	0	0	148	599	133	22	-1	
3	1	51	1	0	0	148	599	133	22	-1	
4	1	51	1	1	0	148	599	133	22	-1	
5	1	51	1	1	1	148	599	39	22	95.392235	Room
5	1	51	1	1	2	193	610	16	10	92.938431	en
5	1	51	1	1	3	215	607	16	12	93.190079	de
5	1	51	1	1	4	236	605	32	13	92.451149	melk
5	1	51	1	1	5	273	607	8	9	4.144325	a
2	1	52	0	0	0	282	592	283	24	-1	
3	1	52	1	0	0	282	592	283	24	-1	
4	1	52	1	1	0	282	592	283	24	-1	
5	1	52	1	1	1	282	607	15	9	64.646744	‘an
5	1	52	1	1	2	303	603	15	12	96.170433	de
5	1	52	1	1	3	324	601	31	13	90.833923	kook
5	1	52	1	1	4	360	601	54	13	92.633690	brengen
5	1	52	1	1	5	419	597	24	13	92.994118	met
5	1	52	1	1	6	448	596	16	12	92.994118	de
5	1	52	1	1	7	469	594	44	13	74.067619	kaneel
5	1	52	1	1	8	518	592	47	15	79.749817	stokjes
2	1	53	0	0	0	148	622	227	18	-1	
3	1	53	1	0	0	148	622	227	18	-1	
4	1	53	1	1	0	148	622	227	18	-1	
5	1	53	1	1	1	148	628	63	12	86.027092	Eidooiers
5	1	53	1	1	2	217	626	25	11	95.856216	met
5	1	53	1	1	3	247	624	16	12	93.271042	de
5	1	53	1	1	4	268	623	40	12	93.069473	suiker
5	1	53	1	1	5	313	622	62	11	79.360794	losroeren.
2	1	54	0	0	0	268	638	137	16	-1	
3	1	54	1	0	0	268	638	137	16	-1	
4	1	54	1	1	0	268	638	137	16	-1	
5	1	54	1	1	1	268	645	7	9	92.413391	je
5	1	54	1	1	2	280	642	17	11	96.288353	de
5	1	54	1	1	3	302	642	33	10	91.936234	room
5	1	54	1	1	4	340	642	16	11	93.303146	op
5	1	54	1	1	5	361	638	44	15	82.003693	gieten.
2	1	55	0	0	0	149	643	117	18	-1	
3	1	55	1	0	0	149	643	117	18	-1	
4	1	55	1	1	0	149	643	117	18	-1	
5	1	55	1	1	1	149	648	44	13	92.985970	Hierop
5	1	55	1	1	2	198	645	11	12	93.079910	al
5	1	55	1	1	3	215	643	51	13	42.452774	roerend
2	1	56	0	0	0	270	651	255	21	-1	
3	1	56	1	0	0	270	651	255	21	-1	
4	1	56	1	1	0	270	651	255	21	-1	
5	1	56	1	1	1	270	661	2	11	72.522545	I
5	1	56	1	1	2	277	659	60	13	86.724884	roerende
5	1	56	1	1	3	346	656	55	14	71.588814	zachtjes
5	1	56	1	1	4	406	655	31	11	85.073540	laten
5	1	56	1	1	5	443	651	53	14	83.925308	binden.(
5	1	56	1	1	6	502	651	23	11	95.705009	niet
2	1	57	0	0	0	530	648	45	14	-1	
3	1	57	1	0	0	530	648	45	14	-1	
4	1	57	1	1	0	530	648	45	14	-1	
5	1	57	1	1	1	530	648	45	14	91.860680	koken)
2	1	58	0	0	0	149	664	120	16	-1	
3	1	58	1	0	0	149	664	120	16	-1	
4	1	58	1	1	0	149	664	120	16	-1	
5	1	58	1	1	1	149	667	18	11	94.863823	Dit
5	1	58	1	1	2	172	668	16	12	93.289513	op
5	1	58	1	1	3	194	665	27	13	59.446724	laag
5	1	58	1	1	4	226	665	31	10	90.575058	vuur
5	1	58	1	1	5	261	664	8	9	96.772079	al
2	1	59	0	0	0	149	680	130	17	-1	
3	1	59	1	0	0	149	680	130	17	-1	
4	1	59	1	1	0	149	680	130	17	-1	
5	1	59	1	1	1	149	685	18	12	89.261505	Nu
5	1	59	1	1	2	173	684	31	12	95.133736	door
5	1	59	1	1	3	208	684	25	10	93.192001	een
5	1	59	1	1	4	238	680	29	13	92.311638	zeef
5	1	59	1	1	5	271	682	8	12	74.117195	gi
2	1	60	0	0	0	280	674	152	17	-1	
3	1	60	1	0	0	280	674	152	17	-1	
4	1	60	1	1	0	280	674	152	17	-1	
5	1	60	1	1	1	280	679	32	12	39.235977	jieten
5	1	60	1	1	2	317	680	11	9	96.898453	in
5	1	60	1	1	3	333	677	16	11	93.192749	de
5	1	60	1	1	4	355	674	77	16	74.251366	ijsmachine..
2	1	61	0	0	0	150	703	69	15	-1	
3	1	61	1	0	0	150	703	69	15	-1	
4	1	61	1	1	0	150	703	69	15	-1	
5	1	61	1	1	1	150	704	14	14	26.877388	Ijs
5	1	61	1	1	2	169	703	50	12	87.870216	draaien
2	1	62	0	0	0	105	758	91	15	-1	
3	1	62	1	0	0	105	758	91	15	-1	
4	1	62	1	1	0	105	758	91	15	-1	
5	1	62	1	1	1	105	758	91	15	27.087311	:Frangipane;
2	1	63	0	0	0	125	782	6	6	-1	
3	1	63	1	0	0	125	782	6	6	-1	
4	1	63	1	1	0	125	782	6	6	-1	
5	1	63	1	1	1	125	782	6	6	57.649075	.
2	1	64	0	0	0	150	771	160	18	-1	
3	1	64	1	0	0	150	771	160	18	-1	
4	1	64	1	1	0	150	771	160	18	-1	
5	1	64	1	1	1	150	777	36	12	83.852608	Boter
5	1	64	1	1	2	191	778	16	9	94.248390	en
5	1	64	1	1	3	213	774	16	12	93.305420	de
5	1	64	1	1	4	234	775	30	12	93.006660	spijs
5	1	64	1	1	5	269	771	41	12	63.393909	losroe!
2	1	65	0	0	0	311	766	117	15	-1	
3	1	65	1	0	0	311	766	117	15	-1	
4	1	65	1	1	0	311	766	117	15	-1	
5	1	65	1	1	1	311	771	20	10	84.229866	ren
5	1	65	1	1	2	337	771	10	9	93.305031	ei
5	1	65	1	1	3	353	766	27	15	92.765305	erbij
5	1	65	1	1	4	386	767	42	11	87.243332	roeren
2	1	66	0	0	0	125	802	6	5	-1	
3	1	66	1	0	0	125	802	6	5	-1	
4	1	66	1	1	0	125	802	6	5	-1	
5	1	66	1	1	1	125	802	6	5	77.029572	.
2	1	67	0	0	0	151	792	143	16	-1	
3	1	67	1	0	0	151	792	143	16	-1	
4	1	67	1	1	0	151	792	143	16	-1	
5	1	67	1	1	1	151	796	41	12	92.559982	Bloem
5	1	67	1	1	2	198	793	45	12	92.834251	erdoor
5	1	67	1	1	3	247	792	47	11	91.475349	roeren.
2	1	68	0	0	0	125	821	6	5	-1	
3	1	68	1	0	0	125	821	6	5	-1	
4	1	68	1	1	0	125	821	6	5	-1	
5	1	68	1	1	1	125	821	6	5	67.435028	.
2	1	69	0	0	0	150	806	230	24	-1	
3	1	69	1	0	0	150	806	230	24	-1	
4	1	69	1	1	0	150	806	230	24	-1	
5	1	69	1	1	1	150	813	59	17	44.847050	Spuitzak
5	1	69	1	1	2	213	811	40	13	92.798981	vullen
5	1	69	1	1	3	258	810	26	11	88.531197	met
5	1	69	1	1	4	288	808	16	12	93.191765	de
5	1	69	1	1	5	309	806	71	15	87.211876	frangipane
2	1	70	0	0	0	102	850	85	14	-1	
3	1	70	1	0	0	102	850	85	14	-1	
4	1	70	1	1	0	102	850	85	14	-1	
5	1	70	1	1	1	102	853	44	11	96.876930	Panna
5	1	70	1	1	2	151	850	36	12	95.801743	cotta
2	1	71	0	0	0	126	875	6	5	-1	
3	1	71	1	0	0	126	875	6	5	-1	
4	1	71	1	1	0	126	875	6	5	-1	
5	1	71	1	1	1	126	875	6	5	57.418678	.
2	1	72	0	0	0	152	863	172	18	-1	
3	1	72	1	0	0	152	863	172	18	-1	
4	1	72	1	1	0	152	863	172	18	-1	
5	1	72	1	1	1	152	869	39	12	93.242950	Room
5	1	72	1	1	2	197	867	39	12	92.939400	koken
5	1	72	1	1	3	242	865	25	12	82.366112	met
5	1	72	1	1	4	276	863	16	12	82.366112	de
5	1	72	1	1	5	297	865	27	9	84.388245	vanil
2	1	73	0	0	0	325	851	316	22	-1	
3	1	73	1	0	0	325	851	316	22	-1	
4	1	73	1	1	0	325	851	316	22	-1	
5	1	73	1	1	1	325	861	14	12	82.649292	lle
5	1	73	1	1	2	344	860	41	12	82.649292	suiker
5	1	73	1	1	3	389	859	36	11	92.564056	hierin
5	1	73	1	1	4	430	857	17	12	93.148743	de
5	1	73	1	1	5	452	854	64	17	83.442978	geweekte
5	1	73	1	1	6	521	853	54	16	93.289314	gelatine
5	1	73	1	1	7	580	851	61	15	91.626602	oplossen
2	1	74	0	0	0	127	894	5	5	-1	
3	1	74	1	0	0	127	894	5	5	-1	
4	1	74	1	1	0	127	894	5	5	-1	
5	1	74	1	1	1	127	894	5	5	46.165649	.
2	1	75	0	0	0	153	882	171	18	-1	
3	1	75	1	0	0	153	882	171	18	-1	
4	1	75	1	1	0	153	882	171	18	-1	
5	1	75	1	1	1	153	889	4	11	69.282806	4
5	1	75	1	1	2	164	888	11	11	89.903351	dl
5	1	75	1	1	3	180	886	66	13	92.041321	Cointreau
5	1	75	1	1	4	251	883	28	15	91.163887	erbij
5	1	75	1	1	5	285	882	39	12	48.433182	schen!
2	1	76	0	0	0	325	869	316	23	-1	
3	1	76	1	0	0	325	869	316	23	-1	
4	1	76	1	1	0	325	869	316	23	-1	
5	1	76	1	1	1	325	881	24	11	75.997505	ken
5	1	76	1	1	2	354	882	16	9	96.961342	en
5	1	76	1	1	3	375	878	16	12	93.299904	de
5	1	76	1	1	4	396	875	69	14	92.085861	chocolade
5	1	76	1	1	5	470	872	67	16	50.579334	druppels.(
5	1	76	1	1	6	542	871	45	13	87.388596	erdoor
5	1	76	1	1	7	592	869	49	14	92.391129	roeren)
2	1	77	0	0	0	127	912	5	6	-1	
3	1	77	1	0	0	127	912	5	6	-1	
4	1	77	1	1	0	127	912	5	6	-1	
5	1	77	1	1	1	127	912	5	6	11.119843	.
2	1	78	0	0	0	151	896	292	22	-1	
3	1	78	1	0	0	151	896	292	22	-1	
4	1	78	1	1	0	151	896	292	22	-1	
5	1	78	1	1	1	151	905	60	13	55.154869	Verdelen
5	1	78	1	1	2	217	906	30	10	96.608658	over
5	1	78	1	1	3	251	902	17	12	93.242088	de
5	1	78	1	1	4	273	900	67	14	90.920288	schaaltjes
5	1	78	1	1	5	345	901	16	9	93.378105	en
5	1	78	1	1	6	366	897	32	12	88.158127	koud
5	1	78	1	1	7	403	896	40	12	55.107227	zetten
2	1	79	0	0	0	103	944	82	14	-1	
3	1	79	1	0	0	103	944	82	14	-1	
4	1	79	1	1	0	103	944	82	14	-1	
5	1	79	1	1	1	103	944	82	14	93.036591	Doorgeven:
2	1	80	0	0	0	128	966	6	6	-1	
3	1	80	1	0	0	128	966	6	6	-1	
4	1	80	1	1	0	128	966	6	6	-1	
5	1	80	1	1	1	128	966	6	6	68.436768	.
2	1	81	0	0	0	157	955	195	20	-1	
3	1	81	1	0	0	157	955	195	20	-1	
4	1	81	1	1	0	157	955	195	20	-1	
5	1	81	1	1	1	157	961	64	14	86.350098	Slagroom
5	1	81	1	1	2	226	961	16	12	96.900909	op
5	1	81	1	1	3	248	957	16	12	87.128387	de
5	1	81	1	1	4	274	958	41	13	87.128387	panna
5	1	81	1	1	5	320	955	32	12	96.199226	cotta
2	1	82	0	0	0	128	973	245	20	-1	
3	1	82	1	0	0	128	973	245	20	-1	
4	1	82	1	1	0	128	973	245	20	-1	
5	1	82	1	1	1	128	985	6	6	44.645042	©
5	1	82	1	1	2	152	979	45	13	49.034744	Vanille
5	1	82	1	1	3	203	981	13	12	49.034744	ijs
5	1	82	1	1	4	222	980	10	9	95.899567	in
5	1	82	1	1	5	238	979	24	10	90.330673	een
5	1	82	1	1	6	268	975	35	15	87.107773	bakje
5	1	82	1	1	7	308	973	65	15	87.107773	scheppen
2	1	83	0	0	0	129	1004	5	6	-1	
3	1	83	1	0	0	129	1004	5	6	-1	
4	1	83	1	1	0	129	1004	5	6	-1	
5	1	83	1	1	1	129	1004	5	6	36.468666	.
2	1	84	0	0	0	154	995	131	18	-1	
3	1	84	1	0	0	154	995	131	18	-1	
4	1	84	1	1	0	154	995	131	18	-1	
5	1	84	1	1	1	154	998	53	15	64.611847	Koekjes
5	1	84	1	1	2	212	996	27	14	92.150139	erbij
5	1	84	1	1	3	244	995	41	12	61.100307	zetten
2	1	85	0	0	0	129	1023	5	6	-1	
3	1	85	1	0	0	129	1023	5	6	-1	
4	1	85	1	1	0	129	1023	5	6	-1	
5	1	85	1	1	1	129	1023	5	6	7.366470	°
2	1	86	0	0	0	158	1008	299	22	-1	
